"title","start_time","end_time","description","exercise_title","superset_id","exercise_notes","set_index","set_type","weight_kg","reps","distance_km","duration_seconds","rpe"
"Oh my","16 Aug 2024, 18:32","16 Aug 2024, 20:16","","T Bar Pushdown",,"",0,"normal",20,11,,,
"Oh my","16 Aug 2024, 18:32","16 Aug 2024, 20:16","","T Bar Pushdown",,"",1,"normal",20,13,,,
"Oh my","16 Aug 2024, 18:32","16 Aug 2024, 20:16","","T Bar Pushdown",,"",2,"failure",20,6,,,
"Oh my","16 Aug 2024, 18:32","16 Aug 2024, 20:16","","Triceps Dip",,"",0,"normal",,4,,,
"Oh my","16 Aug 2024, 18:32","16 Aug 2024, 20:16","","Triceps Dip",,"",1,"normal",,9,,,
"Sweat fest","14 Aug 2024, 14:01","14 Aug 2024, 15:05","Who broke the ac at North rocks","Leg Extension (Machine)",,"Holy fk leaning back makes this so much harder",0,"warmup",40,12,,,
"Sweat fest","14 Aug 2024, 14:01","14 Aug 2024, 15:05","Who broke the ac at North rocks","Leg Extension (Machine)",,"Holy fk leaning back makes this so much harder",1,"normal",47,10,,,
"Sweat fest","14 Aug 2024, 14:01","14 Aug 2024, 15:05","Who broke the ac at North rocks","Leg Extension (Machine)",,"Holy fk leaning back makes this so much harder",2,"normal",47,12,,,
"Sweat fest","14 Aug 2024, 14:01","14 Aug 2024, 15:05","Who broke the ac at North rocks","Leg Extension (Machine)",,"Holy fk leaning back makes this so much harder",3,"normal",47,12,,,
"Sweat fest","14 Aug 2024, 14:01","14 Aug 2024, 15:05","Who broke the ac at North rocks","Leg Press (Machine)",,"Thing needs some wd40",0,"normal",130,10,,,
"Sweat fest","14 Aug 2024, 14:01","14 Aug 2024, 15:05","Who broke the ac at North rocks","Leg Press (Machine)",,"Thing needs some wd40",1,"normal",130,10,,,
"Sweat fest","14 Aug 2024, 14:01","14 Aug 2024, 15:05","Who broke the ac at North rocks","Leg Press (Machine)",,"Thing needs some wd40",2,"normal",130,11,,,
"Sweat fest","14 Aug 2024, 14:01","14 Aug 2024, 15:05","Who broke the ac at North rocks","Leg Press (Machine)",,"Thing needs some wd40",3,"normal",130,12,,,
"Sweat fest","14 Aug 2024, 14:01","14 Aug 2024, 15:05","Who broke the ac at North rocks","Romanian Deadlift (Barbell)",,"",0,"normal",60,12,,,
"Sweat fest","14 Aug 2024, 14:01","14 Aug 2024, 15:05","Who broke the ac at North rocks","Romanian Deadlift (Barbell)",,"",1,"normal",60,12,,,
"Sweat fest","14 Aug 2024, 14:01","14 Aug 2024, 15:05","Who broke the ac at North rocks","Romanian Deadlift (Barbell)",,"",2,"normal",60,10,,,
"Sweat fest","14 Aug 2024, 14:01","14 Aug 2024, 15:05","Who broke the ac at North rocks","Romanian Deadlift (Barbell)",,"",3,"normal",60,8,,,
"Sweat fest","14 Aug 2024, 14:01","14 Aug 2024, 15:05","Who broke the ac at North rocks","Lying Leg Curl (Machine)",,"",0,"normal",46,9,,,
"Sweat fest","14 Aug 2024, 14:01","14 Aug 2024, 15:05","Who broke the ac at North rocks","Lying Leg Curl (Machine)",,"",1,"normal",46,10,,,
"Sweat fest","14 Aug 2024, 14:01","14 Aug 2024, 15:05","Who broke the ac at North rocks","Lying Leg Curl (Machine)",,"",2,"normal",39,11,,,
"Sweat fest","14 Aug 2024, 14:01","14 Aug 2024, 15:05","Who broke the ac at North rocks","Lying Leg Curl (Machine)",,"",3,"normal",39,10,,,
"Sweat fest","14 Aug 2024, 14:01","14 Aug 2024, 15:05","Who broke the ac at North rocks","Standing Calf Raise (Machine)",,"",0,"normal",105,12,,,
"Sweat fest","14 Aug 2024, 14:01","14 Aug 2024, 15:05","Who broke the ac at North rocks","Standing Calf Raise (Machine)",,"",1,"normal",105,15,,,
"Sweat fest","14 Aug 2024, 14:01","14 Aug 2024, 15:05","Who broke the ac at North rocks","Standing Calf Raise (Machine)",,"",2,"normal",105,12,,,
"Sweat fest","14 Aug 2024, 14:01","14 Aug 2024, 15:05","Who broke the ac at North rocks","Standing Calf Raise (Machine)",,"",3,"normal",105,10,,,
"Sickness can't keep me down for long","12 Aug 2024, 14:58","12 Aug 2024, 16:14","","Incline Bench Press (Dumbbell)",,"",0,"warmup",30,10,,,
"Sickness can't keep me down for long","12 Aug 2024, 14:58","12 Aug 2024, 16:14","","Incline Bench Press (Dumbbell)",,"",1,"warmup",40,10,,,
"Sickness can't keep me down for long","12 Aug 2024, 14:58","12 Aug 2024, 16:14","","Iso Lateral Bench Press",,"",0,"warmup",50,9,,,
"Sickness can't keep me down for long","12 Aug 2024, 14:58","12 Aug 2024, 16:14","","Iso Lateral Bench Press",,"",1,"normal",60,12,,,
"Sickness can't keep me down for long","12 Aug 2024, 14:58","12 Aug 2024, 16:14","","Iso Lateral Bench Press",,"",2,"normal",70,10,,,
"Sickness can't keep me down for long","12 Aug 2024, 14:58","12 Aug 2024, 16:14","","Iso Lateral Bench Press",,"",3,"normal",80,4,,,
"Sickness can't keep me down for long","12 Aug 2024, 14:58","12 Aug 2024, 16:14","","Iso-Lateral Chest Press (Machine)",,"",0,"normal",40,12,,,
"Sickness can't keep me down for long","12 Aug 2024, 14:58","12 Aug 2024, 16:14","","Iso-Lateral Chest Press (Machine)",,"",1,"normal",60,12,,,
"Sickness can't keep me down for long","12 Aug 2024, 14:58","12 Aug 2024, 16:14","","Iso-Lateral Chest Press (Machine)",,"",2,"normal",70,6,,,
"Sickness can't keep me down for long","12 Aug 2024, 14:58","12 Aug 2024, 16:14","","Iso-Lateral Chest Press (Machine)",,"",3,"dropset",60,4,,,
"Sickness can't keep me down for long","12 Aug 2024, 14:58","12 Aug 2024, 16:14","","Iso-Lateral Chest Press (Machine)",,"",4,"normal",60,10,,,
"Sickness can't keep me down for long","12 Aug 2024, 14:58","12 Aug 2024, 16:14","","Butterfly (Pec Deck)",,"",0,"normal",61,9,,,
"Sickness can't keep me down for long","12 Aug 2024, 14:58","12 Aug 2024, 16:14","","Butterfly (Pec Deck)",,"",1,"normal",61,10,,,
"Sickness can't keep me down for long","12 Aug 2024, 14:58","12 Aug 2024, 16:14","","Butterfly (Pec Deck)",,"",2,"normal",61,10,,,
"Sickness can't keep me down for long","12 Aug 2024, 14:58","12 Aug 2024, 16:14","","Butterfly (Pec Deck)",,"",3,"normal",54,9,,,
"Sickness can't keep me down for long","12 Aug 2024, 14:58","12 Aug 2024, 16:14","","Triceps Extension (Cable)",,"",0,"normal",15,13,,,
"Sickness can't keep me down for long","12 Aug 2024, 14:58","12 Aug 2024, 16:14","","Triceps Extension (Cable)",,"",1,"normal",15,8,,,
"Sickness can't keep me down for long","12 Aug 2024, 14:58","12 Aug 2024, 16:14","","Triceps Extension (Cable)",,"",2,"normal",15,10,,,
"Sickness can't keep me down for long","12 Aug 2024, 14:58","12 Aug 2024, 16:14","","Triceps Extension (Cable)",,"",3,"normal",15,8,,,
"Sickness can't keep me down for long","12 Aug 2024, 14:58","12 Aug 2024, 16:14","","T Bar Pushdown",,"",0,"normal",17.5,18,,,
"Sickness can't keep me down for long","12 Aug 2024, 14:58","12 Aug 2024, 16:14","","T Bar Pushdown",,"",1,"normal",25,12,,,
"Sickness can't keep me down for long","12 Aug 2024, 14:58","12 Aug 2024, 16:14","","T Bar Pushdown",,"",2,"normal",25,10,,,
"Sickness can't keep me down for long","12 Aug 2024, 14:58","12 Aug 2024, 16:14","","Bike",,"",0,"normal",,,3.14,589,
"Upper arms","7 Aug 2024, 12:58","7 Aug 2024, 14:08","","Pull Up",,"",0,"normal",,10,,,
"Upper arms","7 Aug 2024, 12:58","7 Aug 2024, 14:08","","Pull Up",,"",1,"normal",,9,,,
"Upper arms","7 Aug 2024, 12:58","7 Aug 2024, 14:08","","Pull Up",,"",2,"normal",,9,,,
"Upper arms","7 Aug 2024, 12:58","7 Aug 2024, 14:08","","Pull Up",,"",3,"normal",,9,,,
"Upper arms","7 Aug 2024, 12:58","7 Aug 2024, 14:08","","T Bar Row",,"",0,"warmup",30,10,,,
"Upper arms","7 Aug 2024, 12:58","7 Aug 2024, 14:08","","T Bar Row",,"",1,"normal",40,12,,,
"Upper arms","7 Aug 2024, 12:58","7 Aug 2024, 14:08","","T Bar Row",,"",2,"normal",40,15,,,
"Upper arms","7 Aug 2024, 12:58","7 Aug 2024, 14:08","","T Bar Row",,"",3,"normal",40,13,,,
"Upper arms","7 Aug 2024, 12:58","7 Aug 2024, 14:08","","T Bar Row",,"",4,"normal",40,14,,,
"Upper arms","7 Aug 2024, 12:58","7 Aug 2024, 14:08","","Iso-Lateral High Row (Machine)",,"",0,"normal",60,12,,,
"Upper arms","7 Aug 2024, 12:58","7 Aug 2024, 14:08","","Iso-Lateral High Row (Machine)",,"",1,"normal",60,12,,,
"Upper arms","7 Aug 2024, 12:58","7 Aug 2024, 14:08","","Iso-Lateral High Row (Machine)",,"",2,"normal",60,13,,,
"Upper arms","7 Aug 2024, 12:58","7 Aug 2024, 14:08","","Iso-Lateral High Row (Machine)",,"",3,"normal",60,12,,,
"Upper arms","7 Aug 2024, 12:58","7 Aug 2024, 14:08","","Triceps Extension (Cable)",,"",0,"normal",13.75,13,,,
"Upper arms","7 Aug 2024, 12:58","7 Aug 2024, 14:08","","Triceps Extension (Cable)",,"",1,"normal",13.75,12,,,
"Upper arms","7 Aug 2024, 12:58","7 Aug 2024, 14:08","","Triceps Extension (Cable)",,"",2,"normal",13.75,12,,,
"Upper arms","7 Aug 2024, 12:58","7 Aug 2024, 14:08","","Triceps Extension (Cable)",,"",3,"normal",13.75,12,,,
"Upper arms","7 Aug 2024, 12:58","7 Aug 2024, 14:08","","Preacher Curl (Machine)",,"",0,"normal",34.5,12,,,
"Upper arms","7 Aug 2024, 12:58","7 Aug 2024, 14:08","","Preacher Curl (Machine)",,"",1,"normal",34.5,10,,,
"Upper arms","7 Aug 2024, 12:58","7 Aug 2024, 14:08","","Preacher Curl (Machine)",,"",2,"normal",34.5,10,,,
"Upper arms","7 Aug 2024, 12:58","7 Aug 2024, 14:08","","Preacher Curl (Machine)",,"",3,"normal",34.5,11,,,
"Upper arms","7 Aug 2024, 12:58","7 Aug 2024, 14:08","","Back Extension (Hyperextension)",,"",0,"normal",,12,,,
"Upper arms","7 Aug 2024, 12:58","7 Aug 2024, 14:08","","Back Extension (Hyperextension)",,"",1,"normal",,14,,,
"Upper arms","7 Aug 2024, 12:58","7 Aug 2024, 14:08","","Back Extension (Hyperextension)",,"",2,"normal",,15,,,
"Quite the cba workout","5 Aug 2024, 14:27","5 Aug 2024, 15:16","Epping rly be as shit as what other people say","Incline Bench Press (Dumbbell)",,"",0,"warmup",25,12,,,
"Quite the cba workout","5 Aug 2024, 14:27","5 Aug 2024, 15:16","Epping rly be as shit as what other people say","Incline Bench Press (Dumbbell)",,"",1,"normal",45,8,,,
"Quite the cba workout","5 Aug 2024, 14:27","5 Aug 2024, 15:16","Epping rly be as shit as what other people say","Incline Bench Press (Dumbbell)",,"",2,"normal",55,6,,,
"Quite the cba workout","5 Aug 2024, 14:27","5 Aug 2024, 15:16","Epping rly be as shit as what other people say","Incline Bench Press (Dumbbell)",,"",3,"normal",55,5,,,
"Quite the cba workout","5 Aug 2024, 14:27","5 Aug 2024, 15:16","Epping rly be as shit as what other people say","Butterfly (Pec Deck)",,"",0,"normal",50,12,,,
"Quite the cba workout","5 Aug 2024, 14:27","5 Aug 2024, 15:16","Epping rly be as shit as what other people say","Butterfly (Pec Deck)",,"",1,"normal",50,12,,,
"Quite the cba workout","5 Aug 2024, 14:27","5 Aug 2024, 15:16","Epping rly be as shit as what other people say","Butterfly (Pec Deck)",,"",2,"normal",50,14,,,
"Quite the cba workout","5 Aug 2024, 14:27","5 Aug 2024, 15:16","Epping rly be as shit as what other people say","Butterfly (Pec Deck)",,"",3,"normal",50,15,,,
"Quite the cba workout","5 Aug 2024, 14:27","5 Aug 2024, 15:16","Epping rly be as shit as what other people say","Triceps Extension (Machine)",,"",0,"normal",23,10,,,
"Quite the cba workout","5 Aug 2024, 14:27","5 Aug 2024, 15:16","Epping rly be as shit as what other people say","Triceps Extension (Machine)",,"",1,"normal",23,12,,,
"Quite the cba workout","5 Aug 2024, 14:27","5 Aug 2024, 15:16","Epping rly be as shit as what other people say","Triceps Extension (Machine)",,"",2,"normal",23,12,,,
"Quite the cba workout","5 Aug 2024, 14:27","5 Aug 2024, 15:16","Epping rly be as shit as what other people say","Triceps Extension (Machine)",,"",3,"normal",23,8,,,
"Quite the cba workout","5 Aug 2024, 14:27","5 Aug 2024, 15:16","Epping rly be as shit as what other people say","Iso-Lateral Chest Press (Machine)",,"",0,"normal",30,15,,,
"Quite the cba workout","5 Aug 2024, 14:27","5 Aug 2024, 15:16","Epping rly be as shit as what other people say","Iso-Lateral Chest Press (Machine)",,"",1,"normal",50,12,,,
"Quite the cba workout","5 Aug 2024, 14:27","5 Aug 2024, 15:16","Epping rly be as shit as what other people say","Iso-Lateral Chest Press (Machine)",,"",2,"normal",50,12,,,
"Quite the cba workout","5 Aug 2024, 14:27","5 Aug 2024, 15:16","Epping rly be as shit as what other people say","Iso-Lateral Chest Press (Machine)",,"",3,"normal",50,8,,,
"Morning workout ☀️","4 Aug 2024, 08:47","4 Aug 2024, 09:36","","Wide Pull Up",,"",0,"normal",,10,,,
"Morning workout ☀️","4 Aug 2024, 08:47","4 Aug 2024, 09:36","","Wide Pull Up",,"",1,"normal",,7,,,
"Morning workout ☀️","4 Aug 2024, 08:47","4 Aug 2024, 09:36","","Wide Pull Up",,"",2,"normal",,8,,,
"Morning workout ☀️","4 Aug 2024, 08:47","4 Aug 2024, 09:36","","Wide Pull Up",,"",3,"normal",,8,,,
"Morning workout ☀️","4 Aug 2024, 08:47","4 Aug 2024, 09:36","","Seated Incline Curl (Dumbbell)",,"",0,"normal",10,14,,,
"Morning workout ☀️","4 Aug 2024, 08:47","4 Aug 2024, 09:36","","Seated Incline Curl (Dumbbell)",,"",1,"normal",10,11,,,
"Morning workout ☀️","4 Aug 2024, 08:47","4 Aug 2024, 09:36","","Seated Incline Curl (Dumbbell)",,"",2,"normal",10,11,,,
"Morning workout ☀️","4 Aug 2024, 08:47","4 Aug 2024, 09:36","","Seated Incline Curl (Dumbbell)",,"",3,"normal",10,12,,,
"Morning workout ☀️","4 Aug 2024, 08:47","4 Aug 2024, 09:36","","Single Arm Supported Hammer Curl",,"",0,"normal",10,5,,,
"Morning workout ☀️","4 Aug 2024, 08:47","4 Aug 2024, 09:36","","Single Arm Supported Hammer Curl",,"",1,"normal",10,8,,,
"Morning workout ☀️","4 Aug 2024, 08:47","4 Aug 2024, 09:36","","Single Arm Supported Hammer Curl",,"",2,"normal",10,8,,,
"Morning workout ☀️","4 Aug 2024, 08:47","4 Aug 2024, 09:36","","Chest Press (Machine)",,"",0,"normal",35,15,,,
"Morning workout ☀️","4 Aug 2024, 08:47","4 Aug 2024, 09:36","","Chest Press (Machine)",,"",1,"normal",45,14,,,
"Morning workout ☀️","4 Aug 2024, 08:47","4 Aug 2024, 09:36","","Chest Press (Machine)",,"",2,"normal",45,14,,,
"Morning workout ☀️","4 Aug 2024, 08:47","4 Aug 2024, 09:36","","Chest Press (Machine)",,"",3,"normal",55,15,,,
"Afternoon workout 💪","2 Aug 2024, 13:33","2 Aug 2024, 14:38","","Iso-Lateral High Row (Machine)",0,"",0,"normal",60,12,,,
"Afternoon workout 💪","2 Aug 2024, 13:33","2 Aug 2024, 14:38","","Iso-Lateral High Row (Machine)",0,"",1,"normal",60,13,,,
"Afternoon workout 💪","2 Aug 2024, 13:33","2 Aug 2024, 14:38","","Iso-Lateral High Row (Machine)",0,"",2,"normal",60,14,,,
"Afternoon workout 💪","2 Aug 2024, 13:33","2 Aug 2024, 14:38","","Iso-Lateral High Row (Machine)",0,"",3,"normal",60,12,,,
"Afternoon workout 💪","2 Aug 2024, 13:33","2 Aug 2024, 14:38","","Chin Up",0,"Pull ups temporarily put on hold",0,"normal",,7,,,
"Afternoon workout 💪","2 Aug 2024, 13:33","2 Aug 2024, 14:38","","Chin Up",0,"Pull ups temporarily put on hold",1,"normal",,8,,,
"Afternoon workout 💪","2 Aug 2024, 13:33","2 Aug 2024, 14:38","","Chin Up",0,"Pull ups temporarily put on hold",2,"normal",,6,,,
"Afternoon workout 💪","2 Aug 2024, 13:33","2 Aug 2024, 14:38","","Chin Up",0,"Pull ups temporarily put on hold",3,"normal",,6,,,
"Afternoon workout 💪","2 Aug 2024, 13:33","2 Aug 2024, 14:38","","Seated Cable Row - Bar Grip",,"",0,"normal",42.5,11,,,
"Afternoon workout 💪","2 Aug 2024, 13:33","2 Aug 2024, 14:38","","Seated Cable Row - Bar Grip",,"",1,"normal",50,9,,,
"Afternoon workout 💪","2 Aug 2024, 13:33","2 Aug 2024, 14:38","","Seated Cable Row - Bar Grip",,"",2,"normal",50,9,,,
"Afternoon workout 💪","2 Aug 2024, 13:33","2 Aug 2024, 14:38","","Seated Cable Row - Bar Grip",,"",3,"normal",50,11,,,
"Afternoon workout 💪","2 Aug 2024, 13:33","2 Aug 2024, 14:38","","Preacher Curl (Machine)",,"",0,"normal",39,10,,,
"Afternoon workout 💪","2 Aug 2024, 13:33","2 Aug 2024, 14:38","","Preacher Curl (Machine)",,"",1,"normal",39,9,,,
"Afternoon workout 💪","2 Aug 2024, 13:33","2 Aug 2024, 14:38","","Preacher Curl (Machine)",,"",2,"normal",39,8,,,
"Afternoon workout 💪","2 Aug 2024, 13:33","2 Aug 2024, 14:38","","Preacher Curl (Machine)",,"",3,"normal",39,8,,,
"Afternoon workout 💪","2 Aug 2024, 13:33","2 Aug 2024, 14:38","","Back Extension (Hyperextension)",,"",0,"normal",,12,,,
"Afternoon workout 💪","2 Aug 2024, 13:33","2 Aug 2024, 14:38","","Back Extension (Hyperextension)",,"",1,"normal",,12,,,
"Afternoon workout 💪","2 Aug 2024, 13:33","2 Aug 2024, 14:38","","Back Extension (Hyperextension)",,"",2,"normal",,12,,,
"Afternoon workout 💪","2 Aug 2024, 13:33","2 Aug 2024, 14:38","","Hanging Leg Raise",,"",0,"normal",,6,,,
"Afternoon workout 💪","2 Aug 2024, 13:33","2 Aug 2024, 14:38","","Hanging Leg Raise",,"",1,"normal",,8,,,
"Afternoon workout 💪","2 Aug 2024, 13:33","2 Aug 2024, 14:38","","Hanging Leg Raise",,"",2,"normal",,6,,,
"Lower body only","1 Aug 2024, 08:30","1 Aug 2024, 09:41","","Leg Extension (Machine)",,"",0,"warmup",47,12,,,
"Lower body only","1 Aug 2024, 08:30","1 Aug 2024, 09:41","","Leg Extension (Machine)",,"",1,"normal",54,12,,,
"Lower body only","1 Aug 2024, 08:30","1 Aug 2024, 09:41","","Leg Extension (Machine)",,"",2,"normal",61,12,,,
"Lower body only","1 Aug 2024, 08:30","1 Aug 2024, 09:41","","Leg Extension (Machine)",,"",3,"normal",68,12,,,
"Lower body only","1 Aug 2024, 08:30","1 Aug 2024, 09:41","","Leg Extension (Machine)",,"",4,"normal",75,9,,,
"Lower body only","1 Aug 2024, 08:30","1 Aug 2024, 09:41","","Leg Press (Machine)",,"",0,"normal",130,12,,,
"Lower body only","1 Aug 2024, 08:30","1 Aug 2024, 09:41","","Leg Press (Machine)",,"",1,"normal",210,7,,,
"Lower body only","1 Aug 2024, 08:30","1 Aug 2024, 09:41","","Leg Press (Machine)",,"",2,"normal",210,8,,,
"Lower body only","1 Aug 2024, 08:30","1 Aug 2024, 09:41","","Leg Press (Machine)",,"",3,"normal",210,7,,,
"Lower body only","1 Aug 2024, 08:30","1 Aug 2024, 09:41","","Standing Calf Raise (Machine)",,"",0,"normal",105,12,,,
"Lower body only","1 Aug 2024, 08:30","1 Aug 2024, 09:41","","Standing Calf Raise (Machine)",,"",1,"normal",105,15,,,
"Lower body only","1 Aug 2024, 08:30","1 Aug 2024, 09:41","","Standing Calf Raise (Machine)",,"",2,"normal",105,15,,,
"Lower body only","1 Aug 2024, 08:30","1 Aug 2024, 09:41","","Standing Calf Raise (Machine)",,"",3,"normal",105,15,,,
"Lower body only","1 Aug 2024, 08:30","1 Aug 2024, 09:41","","Lying Leg Curl (Machine)",,"",0,"normal",39,14,,,
"Lower body only","1 Aug 2024, 08:30","1 Aug 2024, 09:41","","Lying Leg Curl (Machine)",,"",1,"normal",39,15,,,
"Lower body only","1 Aug 2024, 08:30","1 Aug 2024, 09:41","","Lying Leg Curl (Machine)",,"",2,"normal",39,15,,,
"Lower body only","1 Aug 2024, 08:30","1 Aug 2024, 09:41","","Lying Leg Curl (Machine)",,"",3,"normal",39,10,,,
"Lower body only","1 Aug 2024, 08:30","1 Aug 2024, 09:41","","Spinning",,"5km time trial, level 25",0,"normal",,,,674,
"do it for her","29 Jul 2024, 10:13","29 Jul 2024, 11:20","","Incline Bench Press (Dumbbell)",,"",0,"warmup",28,12,,,
"do it for her","29 Jul 2024, 10:13","29 Jul 2024, 11:20","","Incline Bench Press (Dumbbell)",,"",1,"normal",40,12,,,
"do it for her","29 Jul 2024, 10:13","29 Jul 2024, 11:20","","Incline Bench Press (Dumbbell)",,"",2,"normal",48,8,,,
"do it for her","29 Jul 2024, 10:13","29 Jul 2024, 11:20","","Incline Bench Press (Dumbbell)",,"",3,"normal",48,8,,,
"do it for her","29 Jul 2024, 10:13","29 Jul 2024, 11:20","","Incline Bench Press (Dumbbell)",,"",4,"normal",48,10,,,
"do it for her","29 Jul 2024, 10:13","29 Jul 2024, 11:20","","Pull Up",,"",0,"normal",,10,,,
"do it for her","29 Jul 2024, 10:13","29 Jul 2024, 11:20","","Pull Up",,"",1,"normal",,10,,,
"do it for her","29 Jul 2024, 10:13","29 Jul 2024, 11:20","","Pull Up",,"",2,"normal",,10,,,
"do it for her","29 Jul 2024, 10:13","29 Jul 2024, 11:20","","Pull Up",,"",3,"normal",,6,,,
"do it for her","29 Jul 2024, 10:13","29 Jul 2024, 11:20","","Iso-Lateral Chest Press (Machine)",,"",0,"normal",60,10,,,
"do it for her","29 Jul 2024, 10:13","29 Jul 2024, 11:20","","Iso-Lateral Chest Press (Machine)",,"",1,"normal",60,10,,,
"do it for her","29 Jul 2024, 10:13","29 Jul 2024, 11:20","","Iso-Lateral Chest Press (Machine)",,"",2,"normal",60,9,,,
"do it for her","29 Jul 2024, 10:13","29 Jul 2024, 11:20","","Iso-Lateral Chest Press (Machine)",,"",3,"normal",60,11,,,
"do it for her","29 Jul 2024, 10:13","29 Jul 2024, 11:20","","Butterfly (Pec Deck)",,"",0,"normal",55,10,,,
"do it for her","29 Jul 2024, 10:13","29 Jul 2024, 11:20","","Butterfly (Pec Deck)",,"",1,"normal",55,9,,,
"do it for her","29 Jul 2024, 10:13","29 Jul 2024, 11:20","","Butterfly (Pec Deck)",,"",2,"normal",50,12,,,
"do it for her","29 Jul 2024, 10:13","29 Jul 2024, 11:20","","Butterfly (Pec Deck)",,"",3,"normal",50,7,,,
"Arms and some cardio","27 Jul 2024, 14:04","27 Jul 2024, 15:33","","Seated Incline Curl (Dumbbell)",,"",0,"normal",10,12,,,
"Arms and some cardio","27 Jul 2024, 14:04","27 Jul 2024, 15:33","","Seated Incline Curl (Dumbbell)",,"",1,"normal",10,12,,,
"Arms and some cardio","27 Jul 2024, 14:04","27 Jul 2024, 15:33","","Seated Incline Curl (Dumbbell)",,"",2,"normal",10,12,,,
"Arms and some cardio","27 Jul 2024, 14:04","27 Jul 2024, 15:33","","Seated Incline Curl (Dumbbell)",,"",3,"failure",10,10,,,
"Arms and some cardio","27 Jul 2024, 14:04","27 Jul 2024, 15:33","","Single Arm Supported Hammer Curl",,"",0,"normal",10,9,,,
"Arms and some cardio","27 Jul 2024, 14:04","27 Jul 2024, 15:33","","Single Arm Supported Hammer Curl",,"",1,"normal",10,10,,,
"Arms and some cardio","27 Jul 2024, 14:04","27 Jul 2024, 15:33","","Single Arm Supported Hammer Curl",,"",2,"failure",10,12,,,
"Arms and some cardio","27 Jul 2024, 14:04","27 Jul 2024, 15:33","","Triceps Extension (Cable)",,"",0,"normal",15,14,,,
"Arms and some cardio","27 Jul 2024, 14:04","27 Jul 2024, 15:33","","Triceps Extension (Cable)",,"",1,"normal",17.5,10,,,
"Arms and some cardio","27 Jul 2024, 14:04","27 Jul 2024, 15:33","","Triceps Extension (Cable)",,"",2,"normal",17.5,10,,,
"Arms and some cardio","27 Jul 2024, 14:04","27 Jul 2024, 15:33","","Triceps Extension (Cable)",,"",3,"failure",17.5,9,,,
"Arms and some cardio","27 Jul 2024, 14:04","27 Jul 2024, 15:33","","Triceps Dip",,"",0,"normal",,14,,,
"Arms and some cardio","27 Jul 2024, 14:04","27 Jul 2024, 15:33","","Triceps Dip",,"",1,"normal",,10,,,
"Arms and some cardio","27 Jul 2024, 14:04","27 Jul 2024, 15:33","","Triceps Dip",,"",2,"failure",,10,,,
"Arms and some cardio","27 Jul 2024, 14:04","27 Jul 2024, 15:33","","Triceps Dip",,"",3,"failure",,11,,,
"Arms and some cardio","27 Jul 2024, 14:04","27 Jul 2024, 15:33","","Bicep Curl (Machine)",,"",0,"normal",30,12,,,
"Arms and some cardio","27 Jul 2024, 14:04","27 Jul 2024, 15:33","","Bicep Curl (Machine)",,"",1,"normal",30,12,,,
"Arms and some cardio","27 Jul 2024, 14:04","27 Jul 2024, 15:33","","Bicep Curl (Machine)",,"",2,"normal",30,12,,,
"Arms and some cardio","27 Jul 2024, 14:04","27 Jul 2024, 15:33","","Bicep Curl (Machine)",,"",3,"failure",30,10,,,
"Arms and some cardio","27 Jul 2024, 14:04","27 Jul 2024, 15:33","","Air Bike",,"Level 8, 7.06km",0,"normal",,,,1242,
"Should do should-ers","25 Jul 2024, 15:48","25 Jul 2024, 16:54","","Shoulder Press (Smith Machine)",,"",0,"normal",50,13,,,
"Should do should-ers","25 Jul 2024, 15:48","25 Jul 2024, 16:54","","Shoulder Press (Smith Machine)",,"",1,"normal",55,12,,,
"Should do should-ers","25 Jul 2024, 15:48","25 Jul 2024, 16:54","","Shoulder Press (Smith Machine)",,"",2,"normal",60,10,,,
"Should do should-ers","25 Jul 2024, 15:48","25 Jul 2024, 16:54","","Shoulder Press (Smith Machine)",,"",3,"failure",60,7,,,
"Should do should-ers","25 Jul 2024, 15:48","25 Jul 2024, 16:54","","Shrug (Barbell)",0,"",0,"normal",60,15,,,
"Should do should-ers","25 Jul 2024, 15:48","25 Jul 2024, 16:54","","Shrug (Barbell)",0,"",1,"normal",60,14,,,
"Should do should-ers","25 Jul 2024, 15:48","25 Jul 2024, 16:54","","Shrug (Barbell)",0,"",2,"normal",60,15,,,
"Should do should-ers","25 Jul 2024, 15:48","25 Jul 2024, 16:54","","Shrug (Barbell)",0,"",3,"normal",60,12,,,
"Should do should-ers","25 Jul 2024, 15:48","25 Jul 2024, 16:54","","Lateral Raise (Dumbbell)",0,"",0,"normal",10,15,,,
"Should do should-ers","25 Jul 2024, 15:48","25 Jul 2024, 16:54","","Lateral Raise (Dumbbell)",0,"",1,"normal",10,15,,,
"Should do should-ers","25 Jul 2024, 15:48","25 Jul 2024, 16:54","","Lateral Raise (Dumbbell)",0,"",2,"failure",10,13,,,
"Should do should-ers","25 Jul 2024, 15:48","25 Jul 2024, 16:54","","Lateral Raise (Dumbbell)",0,"",3,"failure",10,15,,,
"Should do should-ers","25 Jul 2024, 15:48","25 Jul 2024, 16:54","","Rear Delt Reverse Fly (Machine)",,"",0,"normal",57.5,8,,,
"Should do should-ers","25 Jul 2024, 15:48","25 Jul 2024, 16:54","","Rear Delt Reverse Fly (Machine)",,"",1,"normal",57.5,10,,,
"Should do should-ers","25 Jul 2024, 15:48","25 Jul 2024, 16:54","","Rear Delt Reverse Fly (Machine)",,"",2,"normal",57.5,10,,,
