"title","start_time","end_time","description","exercise_title","superset_id","exercise_notes","set_index","set_type","weight_kg","reps","distance_km","duration_seconds","rpe"
"Legs","20 Nov 2024, 10:28","20 Nov 2024, 11:42","Longest workout in months holy","Leg Extension (Machine)",,"",0,"normal",55,15,,,
"Legs","20 Nov 2024, 10:28","20 Nov 2024, 11:42","Longest workout in months holy","Leg Extension (Machine)",,"",1,"normal",65,15,,,
"Legs","20 Nov 2024, 10:28","20 Nov 2024, 11:42","Longest workout in months holy","Leg Extension (Machine)",,"",2,"normal",75,13,,,
"Legs","20 Nov 2024, 10:28","20 Nov 2024, 11:42","Longest workout in months holy","Leg Extension (Machine)",,"",3,"normal",75,13,,,
"Legs","20 Nov 2024, 10:28","20 Nov 2024, 11:42","Longest workout in months holy","Leg Press (Machine)",,"",0,"normal",225,12,,,
"Legs","20 Nov 2024, 10:28","20 Nov 2024, 11:42","Longest workout in months holy","Leg Press (Machine)",,"",1,"normal",225,13,,,
"Legs","20 Nov 2024, 10:28","20 Nov 2024, 11:42","Longest workout in months holy","Leg Press (Machine)",,"",2,"normal",225,12,,,
"Legs","20 Nov 2024, 10:28","20 Nov 2024, 11:42","Longest workout in months holy","Leg Press (Machine)",,"",3,"normal",225,13,,,
"Legs","20 Nov 2024, 10:28","20 Nov 2024, 11:42","Longest workout in months holy","Seated Leg Curl (Machine)",,"",0,"normal",47.5,12,,,
"Legs","20 Nov 2024, 10:28","20 Nov 2024, 11:42","Longest workout in months holy","Seated Leg Curl (Machine)",,"",1,"normal",47.5,12,,,
"Legs","20 Nov 2024, 10:28","20 Nov 2024, 11:42","Longest workout in months holy","Seated Leg Curl (Machine)",,"",2,"normal",47.5,12,,,
"Legs","20 Nov 2024, 10:28","20 Nov 2024, 11:42","Longest workout in months holy","Seated Leg Curl (Machine)",,"",3,"normal",47.5,10,,,
"Legs","20 Nov 2024, 10:28","20 Nov 2024, 11:42","Longest workout in months holy","Cable Crunch",0,"",0,"normal",33.75,12,,,
"Legs","20 Nov 2024, 10:28","20 Nov 2024, 11:42","Longest workout in months holy","Cable Crunch",0,"",1,"normal",33.75,12,,,
"Legs","20 Nov 2024, 10:28","20 Nov 2024, 11:42","Longest workout in months holy","Cable Crunch",0,"",2,"normal",33.75,10,,,
"Legs","20 Nov 2024, 10:28","20 Nov 2024, 11:42","Longest workout in months holy","Crunch (Machine)",0,"",0,"normal",10,12,,,
"Legs","20 Nov 2024, 10:28","20 Nov 2024, 11:42","Longest workout in months holy","Crunch (Machine)",0,"",1,"normal",10,12,,,
"Legs","20 Nov 2024, 10:28","20 Nov 2024, 11:42","Longest workout in months holy","Crunch (Machine)",0,"",2,"normal",10,12,,,
"Legs","20 Nov 2024, 10:28","20 Nov 2024, 11:42","Longest workout in months holy","Standing Calf Raise (Smith)",,"",0,"normal",60,16,,,
"Legs","20 Nov 2024, 10:28","20 Nov 2024, 11:42","Longest workout in months holy","Standing Calf Raise (Smith)",,"",1,"normal",60,16,,,
"Legs","20 Nov 2024, 10:28","20 Nov 2024, 11:42","Longest workout in months holy","Standing Calf Raise (Smith)",,"",2,"normal",60,20,,,
"Chests","18 Nov 2024, 10:28","18 Nov 2024, 11:39","","Butterfly (Pec Deck)",,"",0,"warmup",35,10,,,
"Chests","18 Nov 2024, 10:28","18 Nov 2024, 11:39","","Butterfly (Pec Deck)",,"",1,"normal",45,12,,,
"Chests","18 Nov 2024, 10:28","18 Nov 2024, 11:39","","Butterfly (Pec Deck)",,"",2,"normal",45,12,,,
"Chests","18 Nov 2024, 10:28","18 Nov 2024, 11:39","","Butterfly (Pec Deck)",,"",3,"normal",45,15,,,
"Chests","18 Nov 2024, 10:28","18 Nov 2024, 11:39","","Incline Bench Press (Dumbbell)",,"",0,"normal",44,9,,,
"Chests","18 Nov 2024, 10:28","18 Nov 2024, 11:39","","Incline Bench Press (Dumbbell)",,"",1,"normal",44,11,,,
"Chests","18 Nov 2024, 10:28","18 Nov 2024, 11:39","","Incline Bench Press (Dumbbell)",,"",2,"normal",44,9,,,
"Chests","18 Nov 2024, 10:28","18 Nov 2024, 11:39","","Incline Bench Press (Dumbbell)",,"",3,"normal",44,9,,,
"Chests","18 Nov 2024, 10:28","18 Nov 2024, 11:39","","Iso-Lateral Chest Press (Machine)",,"",0,"normal",50,9,,,
"Chests","18 Nov 2024, 10:28","18 Nov 2024, 11:39","","Iso-Lateral Chest Press (Machine)",,"",1,"normal",50,11,,,
"Chests","18 Nov 2024, 10:28","18 Nov 2024, 11:39","","Iso-Lateral Chest Press (Machine)",,"",2,"normal",60,9,,,
"Chests","18 Nov 2024, 10:28","18 Nov 2024, 11:39","","Iso-Lateral Chest Press (Machine)",,"",3,"normal",60,8,,,
"Chests","18 Nov 2024, 10:28","18 Nov 2024, 11:39","","Seated Triceps Press",,"",0,"normal",75,10,,,
"Chests","18 Nov 2024, 10:28","18 Nov 2024, 11:39","","Seated Triceps Press",,"",1,"normal",75,8,,,
"Chests","18 Nov 2024, 10:28","18 Nov 2024, 11:39","","Seated Triceps Press",,"",2,"normal",65,11,,,
"Chests","18 Nov 2024, 10:28","18 Nov 2024, 11:39","","Seated Triceps Press",,"",3,"dropset",65,5,,,
"Chests","18 Nov 2024, 10:28","18 Nov 2024, 11:39","","Triceps Pushdown",,"",0,"normal",20,12,,,
"Chests","18 Nov 2024, 10:28","18 Nov 2024, 11:39","","Triceps Pushdown",,"",1,"normal",25,8,,,
"Chests","18 Nov 2024, 10:28","18 Nov 2024, 11:39","","Triceps Pushdown",,"",2,"normal",25,10,,,
"Chests","18 Nov 2024, 10:28","18 Nov 2024, 11:39","","Triceps Pushdown",,"",3,"normal",25,7,,,
"Chests","18 Nov 2024, 10:28","18 Nov 2024, 11:39","","Triceps Extension (Cable)",,"",0,"normal",17.5,7,,,
"Chests","18 Nov 2024, 10:28","18 Nov 2024, 11:39","","Triceps Extension (Cable)",,"",1,"normal",17.5,10,,,
"Chests","18 Nov 2024, 10:28","18 Nov 2024, 11:39","","Triceps Extension (Cable)",,"",2,"normal",17.5,8,,,
"Heavy is the back workout","17 Nov 2024, 11:48","17 Nov 2024, 12:47","","Pull Up",,"",0,"normal",,13,,,
"Heavy is the back workout","17 Nov 2024, 11:48","17 Nov 2024, 12:47","","Pull Up",,"",1,"normal",,11,,,
"Heavy is the back workout","17 Nov 2024, 11:48","17 Nov 2024, 12:47","","Pull Up",,"",2,"normal",,10,,,
"Heavy is the back workout","17 Nov 2024, 11:48","17 Nov 2024, 12:47","","Pull Up",,"",3,"normal",,11,,,
"Heavy is the back workout","17 Nov 2024, 11:48","17 Nov 2024, 12:47","","T Bar Row",,"",0,"normal",40,15,,,
"Heavy is the back workout","17 Nov 2024, 11:48","17 Nov 2024, 12:47","","T Bar Row",,"",1,"normal",50,15,,,
"Heavy is the back workout","17 Nov 2024, 11:48","17 Nov 2024, 12:47","","T Bar Row",,"",2,"normal",55,13,,,
"Heavy is the back workout","17 Nov 2024, 11:48","17 Nov 2024, 12:47","","T Bar Row",,"",3,"normal",55,15,,,
"Heavy is the back workout","17 Nov 2024, 11:48","17 Nov 2024, 12:47","","Iso-Lateral High Row (Machine)",,"",0,"normal",100,8,,,
"Heavy is the back workout","17 Nov 2024, 11:48","17 Nov 2024, 12:47","","Iso-Lateral High Row (Machine)",,"",1,"normal",100,10,,,
"Heavy is the back workout","17 Nov 2024, 11:48","17 Nov 2024, 12:47","","Iso-Lateral High Row (Machine)",,"",2,"normal",100,12,,,
"Heavy is the back workout","17 Nov 2024, 11:48","17 Nov 2024, 12:47","","Iso-Lateral High Row (Machine)",,"",3,"normal",100,5,,,
"Heavy is the back workout","17 Nov 2024, 11:48","17 Nov 2024, 12:47","","Iso-Lateral High Row (Machine)",,"",4,"dropset",100,5,,,
"Heavy is the back workout","17 Nov 2024, 11:48","17 Nov 2024, 12:47","","Preacher Curl (Machine)",,"",0,"normal",39,11,,,
"Heavy is the back workout","17 Nov 2024, 11:48","17 Nov 2024, 12:47","","Preacher Curl (Machine)",,"",1,"normal",44,8,,,
"Heavy is the back workout","17 Nov 2024, 11:48","17 Nov 2024, 12:47","","Preacher Curl (Machine)",,"",2,"normal",44,9,,,
"Heavy is the back workout","17 Nov 2024, 11:48","17 Nov 2024, 12:47","","Preacher Curl (Machine)",,"",3,"normal",44,6,,,
"Heavy is the back workout","17 Nov 2024, 11:48","17 Nov 2024, 12:47","","Preacher Curl (Machine)",,"",4,"dropset",25,7,,,
"Last ever post uni workout","13 Nov 2024, 16:25","13 Nov 2024, 17:34","What a beautiful reward....bulgarians","Bulgarian Split Squat",,"Dumbbells",0,"normal",48,8,,,
"Last ever post uni workout","13 Nov 2024, 16:25","13 Nov 2024, 17:34","What a beautiful reward....bulgarians","Bulgarian Split Squat",,"Dumbbells",1,"normal",48,8,,,
"Last ever post uni workout","13 Nov 2024, 16:25","13 Nov 2024, 17:34","What a beautiful reward....bulgarians","Bulgarian Split Squat",,"Dumbbells",2,"normal",48,8,,,
"Last ever post uni workout","13 Nov 2024, 16:25","13 Nov 2024, 17:34","What a beautiful reward....bulgarians","Leg Extension (Machine)",,"",0,"normal",68,10,,,
"Last ever post uni workout","13 Nov 2024, 16:25","13 Nov 2024, 17:34","What a beautiful reward....bulgarians","Leg Extension (Machine)",,"",1,"normal",75,9,,,
"Last ever post uni workout","13 Nov 2024, 16:25","13 Nov 2024, 17:34","What a beautiful reward....bulgarians","Leg Extension (Machine)",,"",2,"normal",77.5,9,,,
"Last ever post uni workout","13 Nov 2024, 16:25","13 Nov 2024, 17:34","What a beautiful reward....bulgarians","Leg Extension (Machine)",,"",3,"failure",77.5,7,,,
"Last ever post uni workout","13 Nov 2024, 16:25","13 Nov 2024, 17:34","What a beautiful reward....bulgarians","Standing Calf Raise (Machine)",,"",0,"normal",125,14,,,
"Last ever post uni workout","13 Nov 2024, 16:25","13 Nov 2024, 17:34","What a beautiful reward....bulgarians","Standing Calf Raise (Machine)",,"",1,"normal",125,12,,,
"Last ever post uni workout","13 Nov 2024, 16:25","13 Nov 2024, 17:34","What a beautiful reward....bulgarians","Standing Calf Raise (Machine)",,"",2,"normal",125,10,,,
"Last ever post uni workout","13 Nov 2024, 16:25","13 Nov 2024, 17:34","What a beautiful reward....bulgarians","Hip Adduction (Machine)",,"Fighting groin demons",0,"normal",21,6,,,
"Last ever post uni workout","13 Nov 2024, 16:25","13 Nov 2024, 17:34","What a beautiful reward....bulgarians","Hip Adduction (Machine)",,"Fighting groin demons",1,"normal",21,10,,,
"Last ever post uni workout","13 Nov 2024, 16:25","13 Nov 2024, 17:34","What a beautiful reward....bulgarians","Hip Adduction (Machine)",,"Fighting groin demons",2,"normal",21,10,,,
"Last ever post uni workout","13 Nov 2024, 16:25","13 Nov 2024, 17:34","What a beautiful reward....bulgarians","Crunch (Machine)",,"",0,"normal",10,10,,,
"Last ever post uni workout","13 Nov 2024, 16:25","13 Nov 2024, 17:34","What a beautiful reward....bulgarians","Crunch (Machine)",,"",1,"normal",10,11,,,
"Last ever post uni workout","13 Nov 2024, 16:25","13 Nov 2024, 17:34","What a beautiful reward....bulgarians","Crunch (Machine)",,"",2,"normal",10,12,,,
"Last ever post uni workout","13 Nov 2024, 16:25","13 Nov 2024, 17:34","What a beautiful reward....bulgarians","Bike",,"Cooldown",0,"normal",,,1.73,333,
"Pain","12 Nov 2024, 09:37","12 Nov 2024, 10:42","","Shoulder Press (Dumbbell)",,"",0,"warmup",24,10,,,
"Pain","12 Nov 2024, 09:37","12 Nov 2024, 10:42","","Shoulder Press (Dumbbell)",,"",1,"normal",40,10,,,
"Pain","12 Nov 2024, 09:37","12 Nov 2024, 10:42","","Shoulder Press (Dumbbell)",,"",2,"normal",40,9,,,
"Pain","12 Nov 2024, 09:37","12 Nov 2024, 10:42","","Shoulder Press (Dumbbell)",,"",3,"normal",40,10,,,
"Pain","12 Nov 2024, 09:37","12 Nov 2024, 10:42","","Shoulder Press (Dumbbell)",,"",4,"normal",40,11,,,
"Pain","12 Nov 2024, 09:37","12 Nov 2024, 10:42","","Lateral Raise (Dumbbell)",0,"",0,"normal",10,15,,,
"Pain","12 Nov 2024, 09:37","12 Nov 2024, 10:42","","Lateral Raise (Dumbbell)",0,"",1,"normal",10,15,,,
"Pain","12 Nov 2024, 09:37","12 Nov 2024, 10:42","","Lateral Raise (Dumbbell)",0,"",2,"normal",10,16,,,
"Pain","12 Nov 2024, 09:37","12 Nov 2024, 10:42","","Lateral Raise (Dumbbell)",0,"",3,"normal",10,12,,,
"Pain","12 Nov 2024, 09:37","12 Nov 2024, 10:42","","Shrug (Barbell)",0,"",0,"normal",60,15,,,
"Pain","12 Nov 2024, 09:37","12 Nov 2024, 10:42","","Shrug (Barbell)",0,"",1,"normal",60,12,,,
"Pain","12 Nov 2024, 09:37","12 Nov 2024, 10:42","","Shrug (Barbell)",0,"",2,"normal",60,12,,,
"Pain","12 Nov 2024, 09:37","12 Nov 2024, 10:42","","Shrug (Barbell)",0,"",3,"normal",60,8,,,
"Pain","12 Nov 2024, 09:37","12 Nov 2024, 10:42","","Preacher Curl (Machine)",,"Waiting for machine",0,"normal",32,11,,,
"Pain","12 Nov 2024, 09:37","12 Nov 2024, 10:42","","Preacher Curl (Machine)",,"Waiting for machine",1,"normal",32,10,,,
"Pain","12 Nov 2024, 09:37","12 Nov 2024, 10:42","","Preacher Curl (Machine)",,"Waiting for machine",2,"normal",32,8,,,
"Pain","12 Nov 2024, 09:37","12 Nov 2024, 10:42","","Preacher Curl (Machine)",,"Waiting for machine",3,"normal",32,8,,,
"Pain","12 Nov 2024, 09:37","12 Nov 2024, 10:42","","Seated Shoulder Press (Machine)",,"",0,"normal",32,8,,,
"Pain","12 Nov 2024, 09:37","12 Nov 2024, 10:42","","Seated Shoulder Press (Machine)",,"",1,"normal",32,11,,,
"Pain","12 Nov 2024, 09:37","12 Nov 2024, 10:42","","Seated Shoulder Press (Machine)",,"",2,"normal",32,8,,,
"Pain","12 Nov 2024, 09:37","12 Nov 2024, 10:42","","Rear Delt Reverse Fly (Machine)",,"",0,"normal",55,11,,,
"Pain","12 Nov 2024, 09:37","12 Nov 2024, 10:42","","Rear Delt Reverse Fly (Machine)",,"",1,"normal",55,13,,,
"Pain","12 Nov 2024, 09:37","12 Nov 2024, 10:42","","Rear Delt Reverse Fly (Machine)",,"",2,"normal",55,9,,,
"Light arm day","10 Nov 2024, 16:21","10 Nov 2024, 17:19","Training to punch my infs group members in the face","Seated Incline Curl (Dumbbell)",,"",0,"normal",10,13,,,
"Light arm day","10 Nov 2024, 16:21","10 Nov 2024, 17:19","Training to punch my infs group members in the face","Seated Incline Curl (Dumbbell)",,"",1,"normal",10,15,,,
"Light arm day","10 Nov 2024, 16:21","10 Nov 2024, 17:19","Training to punch my infs group members in the face","Seated Incline Curl (Dumbbell)",,"",2,"normal",10,13,,,
"Light arm day","10 Nov 2024, 16:21","10 Nov 2024, 17:19","Training to punch my infs group members in the face","Seated Incline Curl (Dumbbell)",,"",3,"normal",10,11,,,
"Light arm day","10 Nov 2024, 16:21","10 Nov 2024, 17:19","Training to punch my infs group members in the face","Single Arm Supported Hammer Curl",,"",0,"normal",9,8,,,
"Light arm day","10 Nov 2024, 16:21","10 Nov 2024, 17:19","Training to punch my infs group members in the face","Single Arm Supported Hammer Curl",,"",1,"normal",9,8,,,
"Light arm day","10 Nov 2024, 16:21","10 Nov 2024, 17:19","Training to punch my infs group members in the face","Single Arm Supported Hammer Curl",,"",2,"normal",9,15,,,
"Light arm day","10 Nov 2024, 16:21","10 Nov 2024, 17:19","Training to punch my infs group members in the face","Single Arm Supported Hammer Curl",,"",3,"normal",9,11,,,
"Light arm day","10 Nov 2024, 16:21","10 Nov 2024, 17:19","Training to punch my infs group members in the face","Seated Triceps Press",,"",0,"normal",65,11,,,
"Light arm day","10 Nov 2024, 16:21","10 Nov 2024, 17:19","Training to punch my infs group members in the face","Seated Triceps Press",,"",1,"normal",65,9,,,
"Light arm day","10 Nov 2024, 16:21","10 Nov 2024, 17:19","Training to punch my infs group members in the face","Seated Triceps Press",,"",2,"normal",65,9,,,
"Light arm day","10 Nov 2024, 16:21","10 Nov 2024, 17:19","Training to punch my infs group members in the face","Seated Triceps Press",,"",3,"normal",65,11,,,
"Light arm day","10 Nov 2024, 16:21","10 Nov 2024, 17:19","Training to punch my infs group members in the face","Triceps Pushdown",,"",0,"normal",17.5,15,,,
"Light arm day","10 Nov 2024, 16:21","10 Nov 2024, 17:19","Training to punch my infs group members in the face","Triceps Pushdown",,"",1,"normal",22.5,12,,,
"Light arm day","10 Nov 2024, 16:21","10 Nov 2024, 17:19","Training to punch my infs group members in the face","Triceps Pushdown",,"",2,"normal",22.5,11,,,
"Light arm day","10 Nov 2024, 16:21","10 Nov 2024, 17:19","Training to punch my infs group members in the face","Triceps Pushdown",,"",3,"normal",22.5,12,,,
"Hayfever beat leo","9 Nov 2024, 12:31","9 Nov 2024, 13:18","","Incline Bench Press (Smith Machine)",,"",0,"warmup",60,10,,,
"Hayfever beat leo","9 Nov 2024, 12:31","9 Nov 2024, 13:18","","Incline Bench Press (Smith Machine)",,"",1,"normal",70,8,,,
"Hayfever beat leo","9 Nov 2024, 12:31","9 Nov 2024, 13:18","","Incline Bench Press (Smith Machine)",,"",2,"normal",70,6,,,
"Hayfever beat leo","9 Nov 2024, 12:31","9 Nov 2024, 13:18","","Iso-Lateral Chest Press (Machine)",,"",0,"normal",40,15,,,
"Hayfever beat leo","9 Nov 2024, 12:31","9 Nov 2024, 13:18","","Iso-Lateral Chest Press (Machine)",,"",1,"normal",60,8,,,
"Hayfever beat leo","9 Nov 2024, 12:31","9 Nov 2024, 13:18","","Iso-Lateral Chest Press (Machine)",,"",2,"normal",60,10,,,
"Hayfever beat leo","9 Nov 2024, 12:31","9 Nov 2024, 13:18","","Iso-Lateral Chest Press (Machine)",,"",3,"normal",60,10,,,
"Hayfever beat leo","9 Nov 2024, 12:31","9 Nov 2024, 13:18","","Triceps Dip",,"",0,"normal",,10,,,
"Hayfever beat leo","9 Nov 2024, 12:31","9 Nov 2024, 13:18","","Triceps Dip",,"",1,"normal",,12,,,
"Hayfever beat leo","9 Nov 2024, 12:31","9 Nov 2024, 13:18","","Triceps Dip",,"",2,"normal",,10,,,
"Hayfever beat leo","9 Nov 2024, 12:31","9 Nov 2024, 13:18","","Triceps Dip",,"",3,"normal",,9,,,
"Hayfever beat leo","9 Nov 2024, 12:31","9 Nov 2024, 13:18","","Butterfly (Pec Deck)",,"",0,"normal",55,10,,,
"Hayfever beat leo","9 Nov 2024, 12:31","9 Nov 2024, 13:18","","Butterfly (Pec Deck)",,"",1,"normal",55,11,,,
"Hayfever beat leo","9 Nov 2024, 12:31","9 Nov 2024, 13:18","","Butterfly (Pec Deck)",,"",2,"normal",55,8,,,
"Bones rattling muscles quaking","7 Nov 2024, 14:07","7 Nov 2024, 15:12","LOCK IN","Muscle Up",0,"Muscle up to failure then pull up to failure",0,"normal",,5,,,
"Bones rattling muscles quaking","7 Nov 2024, 14:07","7 Nov 2024, 15:12","LOCK IN","Muscle Up",0,"Muscle up to failure then pull up to failure",1,"normal",,5,,,
"Bones rattling muscles quaking","7 Nov 2024, 14:07","7 Nov 2024, 15:12","LOCK IN","Muscle Up",0,"Muscle up to failure then pull up to failure",2,"normal",,3,,,
"Bones rattling muscles quaking","7 Nov 2024, 14:07","7 Nov 2024, 15:12","LOCK IN","Muscle Up",0,"Muscle up to failure then pull up to failure",3,"normal",,2,,,
"Bones rattling muscles quaking","7 Nov 2024, 14:07","7 Nov 2024, 15:12","LOCK IN","Pull Up",0,"",0,"failure",,4,,,
"Bones rattling muscles quaking","7 Nov 2024, 14:07","7 Nov 2024, 15:12","LOCK IN","Pull Up",0,"",1,"failure",,3,,,
"Bones rattling muscles quaking","7 Nov 2024, 14:07","7 Nov 2024, 15:12","LOCK IN","Pull Up",0,"",2,"failure",,4,,,
"Bones rattling muscles quaking","7 Nov 2024, 14:07","7 Nov 2024, 15:12","LOCK IN","Pull Up",0,"",3,"failure",,5,,,
"Bones rattling muscles quaking","7 Nov 2024, 14:07","7 Nov 2024, 15:12","LOCK IN","T Bar Row",,"",0,"normal",40,13,,,
"Bones rattling muscles quaking","7 Nov 2024, 14:07","7 Nov 2024, 15:12","LOCK IN","T Bar Row",,"",1,"normal",45,15,,,
"Bones rattling muscles quaking","7 Nov 2024, 14:07","7 Nov 2024, 15:12","LOCK IN","T Bar Row",,"",2,"normal",50,18,,,
"Bones rattling muscles quaking","7 Nov 2024, 14:07","7 Nov 2024, 15:12","LOCK IN","T Bar Row",,"",3,"failure",50,12,,,
"Bones rattling muscles quaking","7 Nov 2024, 14:07","7 Nov 2024, 15:12","LOCK IN","Single Arm Lat Pulldown",,"",0,"normal",19,10,,,
"Bones rattling muscles quaking","7 Nov 2024, 14:07","7 Nov 2024, 15:12","LOCK IN","Single Arm Lat Pulldown",,"",1,"normal",21.5,10,,,
"Bones rattling muscles quaking","7 Nov 2024, 14:07","7 Nov 2024, 15:12","LOCK IN","Single Arm Lat Pulldown",,"",2,"normal",21.5,10,,,
"Bones rattling muscles quaking","7 Nov 2024, 14:07","7 Nov 2024, 15:12","LOCK IN","Single Arm Lat Pulldown",,"",3,"normal",21.5,10,,,
"Bones rattling muscles quaking","7 Nov 2024, 14:07","7 Nov 2024, 15:12","LOCK IN","Rear Delt Reverse Fly (Machine)",,"",0,"normal",55,10,,,
"Bones rattling muscles quaking","7 Nov 2024, 14:07","7 Nov 2024, 15:12","LOCK IN","Rear Delt Reverse Fly (Machine)",,"",1,"normal",55,12,,,
"Bones rattling muscles quaking","7 Nov 2024, 14:07","7 Nov 2024, 15:12","LOCK IN","Rear Delt Reverse Fly (Machine)",,"",2,"normal",55,9,,,
"Bones rattling muscles quaking","7 Nov 2024, 14:07","7 Nov 2024, 15:12","LOCK IN","Rear Delt Reverse Fly (Machine)",,"",3,"dropset",35,8,,,
"Bones rattling muscles quaking","7 Nov 2024, 14:07","7 Nov 2024, 15:12","LOCK IN","Single Arm Lateral Raise (Cable)",,"Shoulder felt poppy",0,"normal",6.25,6,,,
"Bones rattling muscles quaking","7 Nov 2024, 14:07","7 Nov 2024, 15:12","LOCK IN","Single Arm Lateral Raise (Cable)",,"Shoulder felt poppy",1,"normal",6.25,6,,,
"Morning legs","6 Nov 2024, 09:10","6 Nov 2024, 10:26","Fucked groin, bruised foot, still going strong","Leg Extension (Machine)",,"",0,"warmup",40,12,,,
"Morning legs","6 Nov 2024, 09:10","6 Nov 2024, 10:26","Fucked groin, bruised foot, still going strong","Leg Extension (Machine)",,"",1,"normal",47,12,,,
"Morning legs","6 Nov 2024, 09:10","6 Nov 2024, 10:26","Fucked groin, bruised foot, still going strong","Leg Extension (Machine)",,"",2,"normal",61,10,,,
"Morning legs","6 Nov 2024, 09:10","6 Nov 2024, 10:26","Fucked groin, bruised foot, still going strong","Leg Extension (Machine)",,"",3,"normal",68,10,,,
"Morning legs","6 Nov 2024, 09:10","6 Nov 2024, 10:26","Fucked groin, bruised foot, still going strong","Leg Extension (Machine)",,"",4,"normal",75,8,,,
"Morning legs","6 Nov 2024, 09:10","6 Nov 2024, 10:26","Fucked groin, bruised foot, still going strong","Leg Extension (Machine)",,"",5,"dropset",40,7,,,
"Morning legs","6 Nov 2024, 09:10","6 Nov 2024, 10:26","Fucked groin, bruised foot, still going strong","Leg Press (Machine)",,"",0,"normal",170,12,,,
"Morning legs","6 Nov 2024, 09:10","6 Nov 2024, 10:26","Fucked groin, bruised foot, still going strong","Leg Press (Machine)",,"",1,"normal",210,8,,,
"Morning legs","6 Nov 2024, 09:10","6 Nov 2024, 10:26","Fucked groin, bruised foot, still going strong","Leg Press (Machine)",,"",2,"normal",210,10,,,
"Morning legs","6 Nov 2024, 09:10","6 Nov 2024, 10:26","Fucked groin, bruised foot, still going strong","Romanian Deadlift (Barbell)",,"",0,"normal",50,10,,,
"Morning legs","6 Nov 2024, 09:10","6 Nov 2024, 10:26","Fucked groin, bruised foot, still going strong","Romanian Deadlift (Barbell)",,"",1,"normal",50,9,,,
"Morning legs","6 Nov 2024, 09:10","6 Nov 2024, 10:26","Fucked groin, bruised foot, still going strong","Romanian Deadlift (Barbell)",,"",2,"normal",50,10,,,
"Morning legs","6 Nov 2024, 09:10","6 Nov 2024, 10:26","Fucked groin, bruised foot, still going strong","Lunge",,"",0,"normal",,16,,,
"Morning legs","6 Nov 2024, 09:10","6 Nov 2024, 10:26","Fucked groin, bruised foot, still going strong","Lunge",,"",1,"normal",,16,,,
"Morning legs","6 Nov 2024, 09:10","6 Nov 2024, 10:26","Fucked groin, bruised foot, still going strong","Lunge",,"",2,"normal",,16,,,
"Morning legs","6 Nov 2024, 09:10","6 Nov 2024, 10:26","Fucked groin, bruised foot, still going strong","Standing Calf Raise (Machine)",,"",0,"normal",105,12,,,
"Morning legs","6 Nov 2024, 09:10","6 Nov 2024, 10:26","Fucked groin, bruised foot, still going strong","Standing Calf Raise (Machine)",,"",1,"normal",105,12,,,
"Morning legs","6 Nov 2024, 09:10","6 Nov 2024, 10:26","Fucked groin, bruised foot, still going strong","Standing Calf Raise (Machine)",,"",2,"normal",105,15,,,
"Morning legs","6 Nov 2024, 09:10","6 Nov 2024, 10:26","Fucked groin, bruised foot, still going strong","Standing Calf Raise (Machine)",,"",3,"normal",105,10,,,
"Morning legs","6 Nov 2024, 09:10","6 Nov 2024, 10:26","Fucked groin, bruised foot, still going strong","Lying Leg Curl (Machine)",,"",0,"normal",39,12,,,
"Morning legs","6 Nov 2024, 09:10","6 Nov 2024, 10:26","Fucked groin, bruised foot, still going strong","Lying Leg Curl (Machine)",,"",1,"normal",46,8,,,
"Morning legs","6 Nov 2024, 09:10","6 Nov 2024, 10:26","Fucked groin, bruised foot, still going strong","Lying Leg Curl (Machine)",,"",2,"normal",46,6,,,
"Been slacking lately","4 Nov 2024, 09:24","4 Nov 2024, 10:35","","Incline Bench Press (Dumbbell)",,"",0,"warmup",20,12,,,
"Been slacking lately","4 Nov 2024, 09:24","4 Nov 2024, 10:35","","Incline Bench Press (Dumbbell)",,"",1,"normal",40,11,,,
"Been slacking lately","4 Nov 2024, 09:24","4 Nov 2024, 10:35","","Incline Bench Press (Dumbbell)",,"",2,"normal",40,11,,,
"Been slacking lately","4 Nov 2024, 09:24","4 Nov 2024, 10:35","","Incline Bench Press (Dumbbell)",,"",3,"normal",40,10,,,
"Been slacking lately","4 Nov 2024, 09:24","4 Nov 2024, 10:35","","Incline Bench Press (Dumbbell)",,"",4,"normal",40,8,,,
"Been slacking lately","4 Nov 2024, 09:24","4 Nov 2024, 10:35","","Cable Fly Crossovers",,"",0,"normal",17.5,11,,,
"Been slacking lately","4 Nov 2024, 09:24","4 Nov 2024, 10:35","","Cable Fly Crossovers",,"",1,"normal",17.5,10,,,
"Been slacking lately","4 Nov 2024, 09:24","4 Nov 2024, 10:35","","Cable Fly Crossovers",,"",2,"normal",17.5,13,,,
"Been slacking lately","4 Nov 2024, 09:24","4 Nov 2024, 10:35","","Cable Fly Crossovers",,"",3,"normal",17.5,12,,,
"Been slacking lately","4 Nov 2024, 09:24","4 Nov 2024, 10:35","","Decline Bench Press (Machine)",,"",0,"normal",40,13,,,
"Been slacking lately","4 Nov 2024, 09:24","4 Nov 2024, 10:35","","Decline Bench Press (Machine)",,"",1,"normal",45,10,,,
"Been slacking lately","4 Nov 2024, 09:24","4 Nov 2024, 10:35","","Decline Bench Press (Machine)",,"",2,"normal",45,11,,,
"Been slacking lately","4 Nov 2024, 09:24","4 Nov 2024, 10:35","","Decline Bench Press (Machine)",,"",3,"normal",45,11,,,
